Player,Nationality,Position,Age,Matches_Played,Minutes_Played,Minutes_Per_Match,Minutes_Percentage,Ninety_Minutes_Played,Games_Started,Minutes_Per_Start,Complete_Matches,Substitute_Appearances,Minutes_Per_Sub,Unused_Sub_Appearances,Points_Per_Match,Goals_Scored_On_Pitch,Goals_Allowed_On_Pitch,Plus_Minus,Plus_Minus_Per_90,On_Off_Per_90,Matches,Season,Team,MP
Marco de las Sías,es ESP,DF,20-117,,,,,,0,,0,0,,4,,,,,,,Matches,2025-2026,Rayo Vallecano,0
Adrián Molina,es ESP,GK,20-277,,,,,,0,,0,0,,14,,,,,,,Matches,2025-2026,Rayo Vallecano,0
Pablo Fornals,es ESP,MF,30-062,33.0,"2,557",77.0,86.1,28.4,30,81.0,15,3,40.0,0,1.52,44.0,36.0,8.0,0.28,0.28,Matches,2025-2026,Real Betis,33
Natan,br BRA,DF,25-078,29.0,"2,524",87.0,85.0,28.0,29,87.0,26,0,,3,1.55,43.0,37.0,6.0,0.21,-0.19,Matches,2025-2026,Real Betis,29
Cucho,co COL,FW,27-005,28.0,"2,243",80.0,75.5,24.9,26,83.0,12,2,45.0,0,1.36,36.0,33.0,3.0,0.12,-0.5,Matches,2025-2026,Real Betis,28
Antony,br BRA,"MF,FW",26-060,27.0,"2,064",76.0,69.5,22.9,25,80.0,11,2,27.0,0,1.44,35.0,31.0,4.0,0.17,-0.22,Matches,2025-2026,Real Betis,27
Álvaro Vallés,es ESP,GK,28-274,24.0,"2,160",90.0,72.7,24.0,24,90.0,24,0,,9,1.5,36.0,30.0,6.0,0.25,0.03,Matches,2025-2026,Real Betis,24
Marc Bartra,es ESP,DF,35-100,25.0,"1,978",79.0,66.6,22.0,21,86.0,19,4,45.0,5,1.56,29.0,29.0,0.0,0.0,-0.73,Matches,2025-2026,Real Betis,25
Abde Ezzalzouli,ma MAR,"MF,FW",24-129,24.0,"1,828",76.0,61.5,20.3,21,83.0,14,3,30.0,0,1.54,35.0,27.0,8.0,0.39,0.39,Matches,2025-2026,Real Betis,24
Marc Roca,es ESP,MF,29-150,25.0,"1,806",72.0,60.8,20.1,21,81.0,15,4,26.0,5,1.68,32.0,27.0,5.0,0.25,0.02,Matches,2025-2026,Real Betis,25
Aitor Ruibal,es ESP,"DF,MF",30-034,26.0,"1,719",66.0,57.9,19.1,19,80.0,9,7,29.0,3,1.69,28.0,20.0,8.0,0.42,0.42,Matches,2025-2026,Real Betis,26
Valentín Gómez,ar ARG,DF,22-303,24.0,"1,600",67.0,53.9,17.8,16,90.0,16,8,20.0,8,1.67,24.0,22.0,2.0,0.11,-0.28,Matches,2025-2026,Real Betis,24
Héctor Bellerín,es ESP,DF,31-037,22.0,"1,440",65.0,48.5,16.0,16,81.0,10,6,24.0,3,1.45,25.0,20.0,5.0,0.31,0.14,Matches,2025-2026,Real Betis,22
Ricardo Rodríguez,ch SUI,DF,33-243,20.0,"1,299",65.0,43.7,14.4,15,84.0,12,5,7.0,10,1.85,25.0,16.0,9.0,0.62,0.68,Matches,2025-2026,Real Betis,20
Giovani Lo Celso,ar ARG,MF,30-016,20.0,"1,179",59.0,39.7,13.1,12,76.0,2,8,33.0,2,1.55,20.0,14.0,6.0,0.46,0.36,Matches,2025-2026,Real Betis,20
Sergi Altimira,es ESP,MF,24-243,22.0,"1,110",50.0,37.4,12.3,12,74.0,5,10,22.0,10,1.45,12.0,19.0,-7.0,-0.57,-1.29,Matches,2025-2026,Real Betis,22
Sofyan Amrabat,ma MAR,MF,29-247,13.0,"1,035",80.0,34.8,11.5,11,88.0,10,2,32.0,1,1.46,18.0,12.0,6.0,0.52,0.43,Matches,2025-2026,Real Betis,13
Diego Llorente,es ESP,DF,32-252,14.0,869,62.0,29.3,9.7,10,73.0,6,4,36.0,11,1.29,15.0,8.0,7.0,0.72,0.68,Matches,2025-2026,Real Betis,14
Pau López,es ESP,GK,31-133,9.0,810,90.0,27.3,9.0,9,90.0,9,0,,18,1.56,13.0,11.0,2.0,0.22,-0.03,Matches,2025-2026,Real Betis,9
Junior Firpo,do DOM,DF,29-246,10.0,672,67.0,22.6,7.5,8,78.0,3,2,26.0,12,1.0,11.0,11.0,0.0,0.0,-0.31,Matches,2025-2026,Real Betis,10
Rodrigo Riquelme,es ESP,MF,26-023,21.0,741,35.0,24.9,8.2,7,65.0,0,14,20.0,10,1.71,8.0,9.0,-1.0,-0.12,-0.48,Matches,2025-2026,Real Betis,21
Nelson Deossa,co COL,MF,26-078,17.0,619,36.0,20.8,6.9,7,64.0,2,10,17.0,9,1.35,12.0,8.0,4.0,0.58,0.43,Matches,2025-2026,Real Betis,17
Ángel Ortíz,es ESP,DF,21-274,13.0,584,45.0,19.7,6.5,7,72.0,2,6,14.0,13,1.54,5.0,9.0,-4.0,-0.62,-1.07,Matches,2025-2026,Real Betis,13
Álvaro Fidalgo,mx MEX,MF,29-016,7.0,486,69.0,16.4,5.4,7,69.0,0,0,,4,1.43,7.0,7.0,0.0,0.0,-0.29,Matches,2025-2026,Real Betis,7
Cédric Bakambu,cd COD,FW,35-014,17.0,524,31.0,17.6,5.8,5,66.0,0,12,16.0,9,1.29,8.0,8.0,0.0,0.0,-0.29,Matches,2025-2026,Real Betis,17
Ezequiel Ávila,ar ARG,FW,32-078,13.0,353,27.0,11.9,3.9,3,76.0,1,10,13.0,16,1.43,8.0,5.0,3.0,0.76,0.59,Matches,2025-2026,Real Betis,13
Pablo Garcia,es ESP,MF,19-316,15.0,388,26.0,13.1,4.3,2,71.0,0,13,19.0,10,1.53,8.0,3.0,5.0,1.16,1.06,Matches,2025-2026,Real Betis,15
Isco,es ESP,"FW,MF",34-004,3.0,65,22.0,2.2,0.7,0,,0,3,22.0,0,1.67,3.0,0.0,3.0,4.15,4.0,Matches,2025-2026,Real Betis,3
Iván Corralejo,es ESP,MF,18-359,1.0,15,15.0,0.5,0.2,0,,0,1,15.0,2,0.0,1.0,0.0,1.0,6.0,5.79,Matches,2025-2026,Real Betis,1
Daniel Guerrero,es ESP,MF,20-273,1.0,1,1.0,0.0,0.0,0,,0,1,1.0,4,1.0,0.0,0.0,0.0,0.0,-0.24,Matches,2025-2026,Real Betis,1
Adrián,es ESP,GK,39-112,0.0,,,,,0,,0,0,,31,,,,,,,Matches,2025-2026,Real Betis,0
Darling Bladi,fr FRA,FW,21-318,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Real Betis,0
Germán García,es ESP,GK,22-083,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Real Betis,0
Manu González,es ESP,GK,19-007,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Real Betis,0
Iker Losada,es ESP,MF,24-267,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Betis,0
Rodrigo Marina,es ESP,FW,19-271,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Real Betis,0
Mawuli Mensah,gh GHA,MF,22-161,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2025-2026,Real Betis,0
Federico Valverde,uy URU,"MF,DF",27-277,,"2,560",83.0,86.2,28.4,29,86.0,21,2,40.0,0,2.29,60.0,26.0,34.0,1.2,0.54,Matches,2025-2026,Real Madrid,31
Thibaut Courtois,be BEL,GK,33-349,,"2,520",90.0,84.8,28.0,28,90.0,28,0,,0,2.36,60.0,24.0,36.0,1.29,1.09,Matches,2025-2026,Real Madrid,28
Vinicius Júnior,br BRA,"FW,MF",25-287,,"2,476",77.0,83.4,27.5,28,84.0,16,4,33.0,0,2.22,59.0,28.0,31.0,1.13,0.03,Matches,2025-2026,Real Madrid,32
Kylian Mbappé,fr FRA,FW,27-126,,"2,397",86.0,80.7,26.6,27,88.0,18,1,27.0,1,2.21,49.0,24.0,25.0,0.94,-0.95,Matches,2025-2026,Real Madrid,28
Aurélien Tchouaméni,fr FRA,MF,26-088,,"2,310",80.0,77.8,25.7,27,84.0,19,2,16.0,0,2.34,53.0,24.0,29.0,1.13,0.04,Matches,2025-2026,Real Madrid,29
Arda Güler,tr TUR,MF,21-059,,"1,997",62.0,67.2,22.2,25,72.0,3,7,28.0,0,2.28,42.0,20.0,22.0,0.99,-0.4,Matches,2025-2026,Real Madrid,32
Álvaro Carreras,es ESP,DF,23-033,,"2,152",83.0,72.5,23.9,24,89.0,21,2,3.0,2,2.19,50.0,21.0,29.0,1.21,0.33,Matches,2025-2026,Real Madrid,26
Dean Huijsen,es ESP,DF,21-011,,"1,833",73.0,61.7,20.4,22,80.0,14,3,25.0,0,2.32,45.0,17.0,28.0,1.37,0.66,Matches,2025-2026,Real Madrid,25
Jude Bellingham,eng ENG,MF,22-300,,"1,550",67.0,52.2,17.2,18,81.0,12,5,20.0,0,2.17,35.0,16.0,19.0,1.1,-0.04,Matches,2025-2026,Real Madrid,23
Raúl Asencio,es ESP,DF,23-071,,"1,438",72.0,48.4,16.0,15,84.0,11,5,34.0,8,2.25,31.0,13.0,18.0,1.13,0.01,Matches,2025-2026,Real Madrid,20
Eduardo Camavinga,fr FRA,MF,23-166,,"1,341",54.0,45.2,14.9,14,76.0,6,11,25.0,1,2.24,32.0,14.0,18.0,1.21,0.16,Matches,2025-2026,Real Madrid,25
Éder Militão,br BRA,DF,28-097,,"1,139",71.0,38.4,12.7,14,76.0,9,2,39.0,2,2.06,26.0,9.0,17.0,1.34,0.36,Matches,2025-2026,Real Madrid,16
Antonio Rüdiger,de GER,DF,33-053,,"1,220",81.0,41.1,13.6,13,85.0,10,2,57.0,3,2.13,29.0,14.0,15.0,1.11,-0.02,Matches,2025-2026,Real Madrid,15
Trent Alexander-Arnold,eng ENG,DF,27-200,,906,53.0,30.5,10.1,11,74.0,4,6,15.0,3,2.0,22.0,12.0,10.0,0.99,-0.18,Matches,2025-2026,Real Madrid,17
Brahim Díaz,ma MAR,"FW,MF",26-265,,958,38.0,32.3,10.6,9,70.0,0,16,20.0,5,2.32,19.0,8.0,11.0,1.03,-0.13,Matches,2025-2026,Real Madrid,25
Franco Mastantuono,ar ARG,"MF,FW",18-254,,817,45.0,27.5,9.1,9,69.0,1,9,22.0,10,2.5,23.0,8.0,15.0,1.65,0.73,Matches,2025-2026,Real Madrid,18
Dani Carvajal,es ESP,DF,34-104,,777,56.0,26.2,8.6,8,78.0,3,6,26.0,9,2.21,15.0,9.0,6.0,0.69,-0.58,Matches,2025-2026,Real Madrid,14
Fran Garcia,es ESP,"DF,MF",26-254,,672,67.0,22.6,7.5,8,81.0,4,2,13.0,22,2.1,16.0,8.0,8.0,1.07,-0.06,Matches,2025-2026,Real Madrid,10
Gonzalo García,es ESP,FW,22-032,,693,28.0,23.3,7.7,6,75.0,2,19,13.0,8,2.2,21.0,9.0,12.0,1.56,0.57,Matches,2025-2026,Real Madrid,25
Rodrygo,br BRA,"MF,FW",25-106,,684,36.0,23.0,7.6,6,75.0,1,13,18.0,3,2.21,11.0,5.0,6.0,0.79,-0.43,Matches,2025-2026,Real Madrid,19
Andriy Lunin,ua UKR,GK,27-073,,450,90.0,15.2,5.0,5,90.0,5,0,,25,1.83,10.0,8.0,2.0,0.4,-0.85,Matches,2025-2026,Real Madrid,5
Thiago Pinar,es ESP,MF,18-265,,360,60.0,12.1,4.0,5,68.0,0,1,19.0,10,1.67,7.0,4.0,3.0,0.75,-0.42,Matches,2025-2026,Real Madrid,6
Dani Ceballos,es ESP,MF,29-261,,469,31.0,15.8,5.2,4,67.0,0,11,18.0,11,2.53,13.0,5.0,8.0,1.54,0.49,Matches,2025-2026,Real Madrid,15
David Alaba,at AUT,DF,33-305,,265,29.0,8.9,2.9,3,63.0,1,6,13.0,15,2.11,2.0,4.0,-2.0,-0.68,-1.98,Matches,2025-2026,Real Madrid,9
Ferland Mendy,fr FRA,DF,30-321,,194,49.0,6.5,2.2,2,90.0,2,2,7.0,10,2.0,4.0,2.0,2.0,0.93,-0.21,Matches,2025-2026,Real Madrid,4
Manuel Ángel,es ESP,MF,22-041,,96,24.0,3.2,1.1,1,58.0,0,3,13.0,3,1.75,3.0,3.0,0.0,0.0,-1.16,Matches,2025-2026,Real Madrid,4
Victor Valdepeñas,es ESP,DF,19-187,,77,77.0,2.6,0.9,1,77.0,0,0,,0,3.0,2.0,1.0,1.0,1.17,0.05,Matches,2025-2026,Real Madrid,1
David Jiménez,es ESP,DF,22-042,,76,38.0,2.6,0.8,1,75.0,0,1,1.0,4,3.0,1.0,0.0,1.0,1.18,0.06,Matches,2025-2026,Real Madrid,2
César Palacios,es ESP,MF,21-165,,53,27.0,1.8,0.6,0,,0,2,27.0,4,3.0,3.0,1.0,2.0,3.4,2.32,Matches,2025-2026,Real Madrid,2
Daniel Yáñez,es ESP,MF,19-028,,33,33.0,1.1,0.4,0,,0,1,33.0,1,3.0,2.0,1.0,1.0,2.73,1.62,Matches,2025-2026,Real Madrid,1
Diego Aguado,es ESP,DF,19-077,,30,30.0,1.0,0.3,0,,0,1,30.0,4,3.0,2.0,1.0,1.0,3.0,1.9,Matches,2025-2026,Real Madrid,1
Jorge Cestero,es ESP,MF,20-032,,13,7.0,0.4,0.1,0,,0,2,7.0,7,3.0,0.0,0.0,0.0,0.0,-1.13,Matches,2025-2026,Real Madrid,2
Endrick,br BRA,FW,19-278,,12,12.0,0.4,0.1,0,,0,1,12.0,10,1.5,1.0,1.0,0.0,0.0,-1.13,Matches,2025-2026,Real Madrid,1
Lamini Fati,es ESP,DF,20-007,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Madrid,0
Jesus Fortea,es ESP,DF,19-030,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Madrid,0
Fran,es ESP,GK,20-305,,,,,,0,,0,0,,7,,,,,,,Matches,2025-2026,Real Madrid,0
Álvaro Leiva,es ESP,FW,23-127,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Madrid,0
Joan Lozano,es ESP,DF,18-248,,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Real Madrid,0
Sergio Mestre,es ESP,GK,21-071,,,,,,0,,0,0,,25,,,,,,,Matches,2025-2026,Real Madrid,0
Javier Navarro,es ESP,GK,19-090,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Madrid,0
Álex Remiro,es ESP,GK,31-032,,"2,880",90.0,100.0,32.0,32,90.0,32,0,,0,1.31,49.0,49.0,0.0,0.0,,Matches,2025-2026,Real Sociedad,32
Jon Aramburu,ve VEN,DF,23-276,,"2,433",81.0,84.5,27.0,27,86.0,21,3,35.0,0,1.37,40.0,41.0,-1.0,-0.04,-0.24,Matches,2025-2026,Real Sociedad,30
Mikel Oyarzabal,es ESP,FW,29-004,,"2,302",82.0,79.9,25.6,26,86.0,17,2,35.0,1,1.46,40.0,36.0,4.0,0.16,0.78,Matches,2025-2026,Real Sociedad,28
Sergio Gómez,es ESP,DF,25-233,,"2,241",77.0,77.8,24.9,25,86.0,17,4,20.0,1,1.34,38.0,36.0,2.0,0.08,0.36,Matches,2025-2026,Real Sociedad,29
Jon Gorrotxategi,es ESP,MF,24-082,,"1,995",77.0,69.3,22.2,23,83.0,14,3,31.0,2,1.27,32.0,35.0,-3.0,-0.14,-0.44,Matches,2025-2026,Real Sociedad,26
Gonçalo Guedes,pt POR,MF,29-147,,"1,811",58.0,62.9,20.1,22,72.0,5,9,26.0,0,1.35,32.0,24.0,8.0,0.4,1.07,Matches,2025-2026,Real Sociedad,31
Igor Zubeldia,es ESP,DF,29-026,,"1,898",86.0,65.9,21.1,21,88.0,20,1,45.0,3,1.36,30.0,32.0,-2.0,-0.09,-0.28,Matches,2025-2026,Real Sociedad,22
Carlos Soler,es ESP,MF,29-113,,"1,871",69.0,65.0,20.8,21,80.0,7,6,30.0,1,1.33,30.0,27.0,3.0,0.14,0.41,Matches,2025-2026,Real Sociedad,27
Jon Martin,es ESP,DF,20-002,,"1,800",90.0,62.5,20.0,20,90.0,20,0,,7,1.35,33.0,33.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,20
Duje Ćaleta-Car,hr CRO,DF,29-220,,"1,790",78.0,62.2,19.9,20,85.0,17,3,27.0,8,1.39,29.0,26.0,3.0,0.15,0.4,Matches,2025-2026,Real Sociedad,23
Brais Méndez,es ESP,"MF,FW",29-108,,"1,604",57.0,55.7,17.8,20,72.0,3,8,22.0,0,1.29,25.0,25.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,28
Ander Barrenetxea,es ESP,"MF,FW",24-119,,"1,504",58.0,52.2,16.7,18,70.0,4,8,30.0,0,1.35,25.0,23.0,2.0,0.12,0.25,Matches,2025-2026,Real Sociedad,26
Takefusa Kubo,jp JPN,MF,24-325,,"1,306",65.0,45.3,14.5,14,80.0,4,6,31.0,1,1.05,15.0,19.0,-4.0,-0.28,-0.5,Matches,2025-2026,Real Sociedad,20
Pablo Marín,es ESP,MF,22-296,,"1,203",43.0,41.8,13.4,13,71.0,3,15,19.0,4,1.39,21.0,27.0,-6.0,-0.45,-0.77,Matches,2025-2026,Real Sociedad,28
Beñat Turrientes,es ESP,MF,24-084,,"1,030",47.0,35.8,11.4,12,67.0,2,10,22.0,9,1.5,18.0,14.0,4.0,0.35,0.54,Matches,2025-2026,Real Sociedad,22
Aihen Muñoz,es ESP,DF,28-252,,768,43.0,26.7,8.5,8,80.0,3,10,13.0,12,1.5,12.0,16.0,-4.0,-0.47,-0.64,Matches,2025-2026,Real Sociedad,18
Luka Sučić,hr CRO,"MF,FW",23-229,,727,45.0,25.2,8.1,8,64.0,0,8,27.0,13,1.44,14.0,11.0,3.0,0.37,0.5,Matches,2025-2026,Real Sociedad,16
Aritz Elustondo,es ESP,DF,32-028,,547,42.0,19.0,6.1,6,70.0,2,7,18.0,16,0.85,11.0,11.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,13
Orri Steinn Óskarsson,is ISL,FW,21-239,,480,32.0,16.7,5.3,4,68.0,1,11,19.0,1,1.2,11.0,8.0,3.0,0.56,0.68,Matches,2025-2026,Real Sociedad,15
Yangel Herrera,ve VEN,MF,28-101,,304,38.0,10.6,3.4,4,59.0,1,4,17.0,2,1.75,8.0,12.0,-4.0,-1.18,-1.32,Matches,2025-2026,Real Sociedad,8
Arsen Zakharyan,ru RUS,MF,22-334,,402,25.0,14.0,4.5,2,61.0,0,14,20.0,10,1.06,10.0,11.0,-1.0,-0.22,-0.26,Matches,2025-2026,Real Sociedad,16
Álvaro Odriozola,es ESP,DF,30-132,,201,40.0,7.0,2.2,2,60.0,0,3,27.0,17,2.0,6.0,4.0,2.0,0.9,0.96,Matches,2025-2026,Real Sociedad,5
Umar Sadiq,ng NGA,FW,29-082,,153,31.0,5.3,1.7,2,55.0,0,3,14.0,6,0.8,1.0,2.0,-1.0,-0.59,-0.62,Matches,2025-2026,Real Sociedad,5
Wesley,br BRA,MF,21-051,,79,20.0,2.7,0.9,1,45.0,0,3,11.0,7,1.0,1.0,4.0,-3.0,-3.42,-3.51,Matches,2025-2026,Real Sociedad,4
Mikel Goti,es ESP,MF,23-337,,76,19.0,2.6,0.8,1,56.0,0,3,7.0,13,0.75,3.0,3.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,4
Jon Karrikaburu,es ESP,FW,23-218,,135,19.0,4.7,1.5,0,,0,7,19.0,18,0.14,1.0,3.0,-2.0,-1.33,-1.4,Matches,2025-2026,Real Sociedad,7
Job Ochieng',ke KEN,FW,23-098,,26,26.0,0.9,0.3,0,,0,1,26.0,5,3.0,1.0,0.0,1.0,3.46,3.49,Matches,2025-2026,Real Sociedad,1
Daniel Díaz,es ESP,FW,19-307,,18,18.0,0.6,0.2,0,,0,1,18.0,3,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,1
Gorka Carrera,es ESP,FW,20-345,,14,14.0,0.5,0.2,0,,0,1,14.0,0,0.0,1.0,1.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,1
Urko González,es ESP,"DF,MF",25-036,,11,11.0,0.4,0.1,0,,0,1,11.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,1
Ibai Aguirre,es ESP,MF,19-105,,6,6.0,0.2,0.1,0,,0,1,6.0,6,3.0,0.0,0.0,0.0,0.0,0.0,Matches,2025-2026,Real Sociedad,1
Luken Beitia,es ESP,DF,21-299,,5,5.0,0.2,0.1,0,,0,1,5.0,6,1.0,0.0,1.0,-1.0,-18.0,-18.03,Matches,2025-2026,Real Sociedad,1
Lander Astiazaran,es ESP,MF,20-018,,1,1.0,0.0,0.0,0,,0,1,1.0,0,1.0,0.0,1.0,-1.0,-90.0,-90.03,Matches,2025-2026,Real Sociedad,1
Arkaitz Mariezkurrena,es ESP,FW,21-020,,1,1.0,0.0,0.0,0,,0,1,1.0,0,1.0,0.0,1.0,-1.0,-90.0,-90.03,Matches,2025-2026,Real Sociedad,1
Tomás Carbonell,es ESP,MF,21-061,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Sociedad,0
Kevin Folgado,fr FRA,GK,21-088,,,,,,0,,0,0,,6,,,,,,,Matches,2025-2026,Real Sociedad,0
Aitor Fraga,es ESP,GK,23-044,,,,,,0,,0,0,,7,,,,,,,Matches,2025-2026,Real Sociedad,0
Kazunari Kita,jp JPN,DF,20-221,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Sociedad,0
Alex Lebarbier,fr FRA,MF,21-245,,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Real Sociedad,0
Alex Marchal,es ESP,MF,18-220,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Sociedad,0
Unai Marrero,es ESP,GK,24-198,,,,,,0,,0,0,,30,,,,,,,Matches,2025-2026,Real Sociedad,0
Jon Pacheco,es ESP,DF,25-107,,,,,,0,,0,0,,1,,,,,,,Matches,2025-2026,Real Sociedad,0
Hamari Traoré,ml MLI,DF,34-088,,,,,,0,,0,0,,2,,,,,,,Matches,2025-2026,Real Sociedad,0
Odysseas Vlachodimos,gr GRE,GK,31-364,28.0,"2,520",90.0,87.5,28.0,28,90.0,28,0,,2,1.07,32.0,46.0,-14.0,-0.5,-0.5,Matches,2025-2026,Sevilla FC,28
Lucien Agoume,fr FRA,MF,24-075,28.0,"2,237",80.0,77.7,24.9,26,84.0,17,2,21.0,1,1.11,34.0,42.0,-8.0,-0.32,0.52,Matches,2025-2026,Sevilla FC,28
Nemanja Gudelj,rs SRB,"DF,MF",34-160,28.0,"2,110",75.0,73.3,23.4,23,86.0,18,5,27.0,3,1.11,30.0,38.0,-8.0,-0.34,0.36,Matches,2025-2026,Sevilla FC,28
Carmona,es ESP,"DF,MF",24-086,29.0,"2,073",71.0,72.0,23.0,23,82.0,17,6,33.0,1,1.03,27.0,40.0,-13.0,-0.56,-0.45,Matches,2025-2026,Sevilla FC,29
Juanlu Sánchez,es ESP,"MF,DF",22-253,27.0,"1,887",70.0,65.5,21.0,23,75.0,9,4,41.0,3,0.78,21.0,34.0,-13.0,-0.62,-0.53,Matches,2025-2026,Sevilla FC,27
Djibril Sow,ch SUI,MF,29-078,28.0,"1,819",65.0,63.2,20.2,23,75.0,8,5,20.0,2,0.96,21.0,39.0,-18.0,-0.89,-1.23,Matches,2025-2026,Sevilla FC,28
Akor Adams,ng NGA,FW,26-086,27.0,"1,842",68.0,64.0,20.5,19,85.0,13,8,29.0,0,1.11,27.0,36.0,-9.0,-0.44,-0.01,Matches,2025-2026,Sevilla FC,27
Batista Mendy,fr FRA,MF,26-103,25.0,"1,588",64.0,55.1,17.6,19,78.0,10,6,17.0,2,1.12,16.0,24.0,-8.0,-0.45,-0.04,Matches,2025-2026,Sevilla FC,25
Gabriel Suazo,cl CHI,"DF,MF",28-259,23.0,"1,583",69.0,55.0,17.6,19,79.0,14,4,18.0,1,1.26,23.0,30.0,-7.0,-0.4,0.09,Matches,2025-2026,Sevilla FC,23
Kike Salas,es ESP,DF,24-002,20.0,"1,663",83.0,57.7,18.5,18,90.0,17,2,26.0,8,0.85,19.0,31.0,-12.0,-0.65,-0.5,Matches,2025-2026,Sevilla FC,20
Ruben Vargas,ch SUI,"MF,FW",27-263,18.0,"1,225",68.0,42.5,13.6,15,76.0,2,3,28.0,0,1.06,14.0,23.0,-9.0,-0.66,-0.39,Matches,2025-2026,Sevilla FC,18
César Azpilicueta,es ESP,DF,36-240,15.0,"1,033",69.0,35.9,11.5,15,69.0,8,0,,1,1.2,15.0,13.0,2.0,0.17,0.95,Matches,2025-2026,Sevilla FC,15
Isaac Romero,es ESP,"FW,MF",25-342,24.0,"1,232",51.0,42.8,13.7,14,72.0,1,10,23.0,4,0.96,15.0,19.0,-4.0,-0.29,0.25,Matches,2025-2026,Sevilla FC,24
Marcão,br BRA,DF,29-324,13.0,938,72.0,32.6,10.4,11,84.0,9,2,8.0,2,1.23,13.0,15.0,-2.0,-0.19,0.36,Matches,2025-2026,Sevilla FC,13
Peque,es ESP,"MF,FW",23-203,23.0,914,40.0,31.7,10.2,11,66.0,1,12,16.0,5,1.26,8.0,13.0,-5.0,-0.49,-0.08,Matches,2025-2026,Sevilla FC,23
Alexis Sánchez,cl CHI,"FW,MF",37-127,23.0,"1,097",48.0,38.1,12.2,10,76.0,3,13,26.0,2,1.0,16.0,30.0,-14.0,-1.15,-1.15,Matches,2025-2026,Sevilla FC,23
Joaquín Martínez Gauna,es ESP,"MF,DF",22-290,15.0,"1,051",70.0,36.5,11.7,10,88.0,8,5,35.0,11,0.88,16.0,19.0,-3.0,-0.26,0.28,Matches,2025-2026,Sevilla FC,15
Castrin,es ESP,DF,23-114,14.0,912,65.0,31.7,10.1,9,84.0,7,5,32.0,13,1.0,16.0,12.0,4.0,0.39,1.22,Matches,2025-2026,Sevilla FC,14
Tanguy Nianzou,fr FRA,DF,23-322,12.0,655,55.0,22.7,7.3,8,68.0,2,4,28.0,3,1.08,7.0,16.0,-9.0,-1.24,-1.03,Matches,2025-2026,Sevilla FC,12
Neal Maupay,fr FRA,FW,29-254,6.0,451,75.0,15.7,5.0,5,81.0,2,1,45.0,2,0.83,5.0,9.0,-4.0,-0.8,-0.43,Matches,2025-2026,Sevilla FC,6
Chidera Ejuke,ng NGA,"MF,FW",28-113,23.0,702,31.0,24.4,7.8,4,54.0,0,19,26.0,5,1.0,14.0,14.0,0.0,0.0,0.58,Matches,2025-2026,Sevilla FC,23
Ørjan Nyland,no NOR,GK,35-227,4.0,360,90.0,12.5,4.0,4,90.0,4,0,,27,1.0,7.0,7.0,0.0,0.0,0.5,Matches,2025-2026,Sevilla FC,4
Alfon,es ESP,MF,26-356,10.0,312,31.0,10.8,3.5,4,56.0,1,6,15.0,1,1.1,5.0,6.0,-1.0,-0.29,0.17,Matches,2025-2026,Sevilla FC,10
Fábio Cardoso,pt POR,DF,32-006,4.0,295,74.0,10.2,3.3,4,74.0,1,0,,21,1.5,6.0,5.0,1.0,0.31,0.83,Matches,2025-2026,Sevilla FC,4
Adnan Januzaj,be BEL,"MF,FW",31-079,12.0,321,27.0,11.1,3.6,2,46.0,0,10,23.0,9,0.92,8.0,8.0,0.0,0.0,0.49,Matches,2025-2026,Sevilla FC,12
Manu Bueno,es ESP,MF,21-272,8.0,272,34.0,9.4,3.0,2,67.0,0,6,23.0,21,1.88,5.0,2.0,3.0,0.99,1.58,Matches,2025-2026,Sevilla FC,8
Dodi Lukebakio,be BEL,MF,28-213,2.0,180,90.0,6.3,2.0,2,90.0,2,0,,0,0.0,3.0,5.0,-2.0,-1.0,-0.6,Matches,2025-2026,Sevilla FC,2
Stanis Idumbo,be BEL,MF,20-300,1.0,45,45.0,1.6,0.5,1,45.0,0,0,,0,0.0,0.0,2.0,-2.0,-4.0,-3.62,Matches,2025-2026,Sevilla FC,1
