Player,Team,Season,Position,Age,Matches_Played,Minutes_Played,Goals,Assists,Overall_Rating
José Arnaiz,CA Osasuna,2024-2025,MF,29,15.0,133,0.0,0.0,43.1
Nacho Vidal,CA Osasuna,2024-2025,DF,29,5.0,124,0.0,0.0,43.1
Aitor Fernández,CA Osasuna,2024-2025,GK,33,1.0,90,0.0,0.0,43.1
Unai García,CA Osasuna,2024-2025,DF,32,3.0,65,0.0,0.0,43.1
Iker Benito,CA Osasuna,2024-2025,"FW,MF",21,2.0,37,0.0,0.0,43.1
Javi Martínez,CA Osasuna,2024-2025,MF,24,1.0,6,0.0,0.0,43.1
Iñigo Arguibide,CA Osasuna,2024-2025,FW,19,0.0,,,,43.1
Rafa Fernández,CA Osasuna,2024-2025,GK,20,0.0,,,,43.1
Jon Fuentes,CA Osasuna,2024-2025,MF,21,0.0,,,,43.1
Carlos Lumbreras,CA Osasuna,2024-2025,FW,19,0.0,,,,43.1
Sixtus Ogbuehi,CA Osasuna,2024-2025,FW,21,0.0,,,,43.1
Asier Osambela,CA Osasuna,2024-2025,MF,20,0.0,,,,43.1
Ismael Sierra,CA Osasuna,2024-2025,DF,21,0.0,,,,43.1
Dimitrios Stamatakis,CA Osasuna,2024-2025,GK,21,0.0,,,,43.1
Pablo Valencia,CA Osasuna,2024-2025,GK,23,0.0,,,,43.1
Florian Lejeune,Rayo Vallecano,2024-2025,DF,33,37.0,"3,325",2.0,3.0,47.8
Andrei Ratiu,Rayo Vallecano,2024-2025,"DF,MF",26,35.0,"3,065",2.0,3.0,48.4
Augusto Batalla,Rayo Vallecano,2024-2025,GK,28,32.0,"2,880",0.0,0.0,42.0
Jorge de Frutos,Rayo Vallecano,2024-2025,"MF,FW",27,36.0,"2,495",6.0,3.0,55.9
Pep Chavarría,Rayo Vallecano,2024-2025,DF,26,34.0,"2,585",0.0,1.0,43.3
Álvaro García,Rayo Vallecano,2024-2025,"MF,FW",31,36.0,"2,559",4.0,5.0,54.1
Isaac Palazón Camacho,Rayo Vallecano,2024-2025,"MF,FW",29,35.0,"2,162",4.0,4.0,53.1
Pathé Ciss,Rayo Vallecano,2024-2025,"MF,DF",30,33.0,"2,140",4.0,1.0,49.4
Abdul Mumin,Rayo Vallecano,2024-2025,DF,26,24.0,"2,017",2.0,1.0,45.9
Unai López,Rayo Vallecano,2024-2025,MF,28,32.0,"1,707",3.0,1.0,47.2
Óscar Valentín,Rayo Vallecano,2024-2025,MF,29,34.0,"1,835",0.0,0.0,42.2
Adri Embarba,Rayo Vallecano,2024-2025,"MF,FW",32,35.0,"1,607",1.0,1.0,45.1
Randy Nteka,Rayo Vallecano,2024-2025,FW,26,24.0,"1,129",3.0,0.0,47.8
Sergio Camello,Rayo Vallecano,2024-2025,FW,23,23.0,"1,134",3.0,2.0,50.2
Pedro Díaz,Rayo Vallecano,2024-2025,MF,26,26.0,"1,211",3.0,0.0,48.6
Iván Balliu,Rayo Vallecano,2024-2025,DF,32,25.0,"1,200",0.0,0.0,42.5
Aridane Hernández,Rayo Vallecano,2024-2025,DF,35,14.0,"1,025",0.0,0.0,42.9
Alfonso Espino,Rayo Vallecano,2024-2025,DF,32,16.0,833,0.0,1.0,43.1
Gerard Gumbau,Rayo Vallecano,2024-2025,MF,29,22.0,849,0.0,1.0,43.1
Dani Cárdenas,Rayo Vallecano,2024-2025,GK,27,6.0,540,0.0,0.0,43.1
Óscar Trejo,Rayo Vallecano,2024-2025,MF,36,19.0,496,1.0,0.0,43.1
Sergi Guardiola,Rayo Vallecano,2024-2025,FW,33,16.0,362,0.0,0.0,43.1
James Rodríguez,Rayo Vallecano,2024-2025,MF,33,6.0,140,0.0,0.0,43.1
Pelayo Fernandez,Rayo Vallecano,2024-2025,DF,21,2.0,98,0.0,0.0,43.1
Etienne Eto'o,Rayo Vallecano,2024-2025,FW,21,2.0,40,0.0,0.0,43.1
Raúl de Tomás,Rayo Vallecano,2024-2025,FW,29,2.0,22,0.0,0.0,43.1
Juanpe,Rayo Vallecano,2024-2025,GK,23,0.0,,,,43.1
Marco de las Sías,Rayo Vallecano,2024-2025,DF,18,0.0,,,,43.1
Sergio Lozano,Rayo Vallecano,2024-2025,DF,18,0.0,,,,43.1
Diego Méndez,Rayo Vallecano,2024-2025,MF,20,0.0,,,,43.1
Joni Montiel,Rayo Vallecano,2024-2025,MF,25,0.0,,,,43.1
Morro,Rayo Vallecano,2024-2025,GK,23,0.0,,,,43.1
Dodi Lukebakio,Sevilla FC,2024-2025,"MF,FW",26,,"3,092",11.0,2.0,64.1
Carmona,Sevilla FC,2024-2025,DF,22,,"2,942",0.0,0.0,41.0
Loïc Bade,Sevilla FC,2024-2025,DF,24,,"2,686",1.0,1.0,43.7
Ørjan Nyland,Sevilla FC,2024-2025,GK,33,,"2,673",0.0,0.0,42.7
Nemanja Gudelj,Sevilla FC,2024-2025,"MF,DF",32,,"2,493",1.0,1.0,43.9
Adrià Pedrosa,Sevilla FC,2024-2025,DF,26,,"2,298",1.0,1.0,44.5
Isaac Romero,Sevilla FC,2024-2025,FW,24,,"2,156",4.0,2.0,49.8
Kike Salas,Sevilla FC,2024-2025,DF,22,,"2,238",3.0,2.0,49.4
Lucien Agoume,Sevilla FC,2024-2025,MF,22,,"2,114",1.0,3.0,45.7
Djibril Sow,Sevilla FC,2024-2025,MF,27,,"2,062",2.0,1.0,46.9
Juanlu Sánchez,Sevilla FC,2024-2025,"MF,DF",20,,"1,722",4.0,4.0,52.1
Saúl Ñíguez,Sevilla FC,2024-2025,MF,29,,"1,553",1.0,6.0,47.4
Albert Sambi Lokonga,Sevilla FC,2024-2025,MF,24,,"1,471",0.0,2.0,43.9
Peque,Sevilla FC,2024-2025,"MF,FW",21,,"1,134",1.0,1.0,45.7
Chidera Ejuke,Sevilla FC,2024-2025,"MF,FW",26,,966,2.0,1.0,43.1
Ruben Vargas,Sevilla FC,2024-2025,"MF,FW",25,,671,2.0,1.0,43.1
Álvaro Fernández,Sevilla FC,2024-2025,GK,26,,747,0.0,0.0,43.1
Marcão,Sevilla FC,2024-2025,DF,28,,552,0.0,0.0,43.1
Tanguy Nianzou,Sevilla FC,2024-2025,DF,22,,518,0.0,0.0,43.1
Kelechi Iheanacho,Sevilla FC,2024-2025,FW,27,,400,0.0,0.0,43.1
Suso,Sevilla FC,2024-2025,"MF,FW",30,,606,0.0,2.0,43.1
Álvaro Pascual,Sevilla FC,2024-2025,FW,22,,408,1.0,0.0,43.1
Jesús Navas,Sevilla FC,2024-2025,"MF,FW",38,,424,1.0,0.0,43.1
Valentín Barco,Sevilla FC,2024-2025,DF,20,,288,0.0,0.0,43.1
Stanis Idumbo,Sevilla FC,2024-2025,MF,19,,284,1.0,1.0,43.1
Ramón Martínez,Sevilla FC,2024-2025,DF,21,,261,1.0,0.0,43.1
Lucas Ocampos,Sevilla FC,2024-2025,"MF,FW",30,,175,0.0,1.0,43.1
Manu Bueno,Sevilla FC,2024-2025,MF,20,,140,1.0,0.0,43.1
Akor Adams,Sevilla FC,2024-2025,FW,24,,134,0.0,0.0,43.1
Gonzalo Montiel,Sevilla FC,2024-2025,DF,27,,113,0.0,0.0,43.1
Diego Iturralde,Sevilla FC,2024-2025,MF,21,,37,0.0,0.0,43.1
Leandro Antonetti,Sevilla FC,2024-2025,FW,21,,28,0.0,0.0,43.1
Israel Domínguez,Sevilla FC,2024-2025,MF,21,,18,0.0,0.0,43.1
Mateo Mejía,Sevilla FC,2024-2025,FW,21,,11,0.0,0.0,43.1
Darío Fuentes,Sevilla FC,2024-2025,DF,21,,5,0.0,0.0,43.1
Matías Árbol,Sevilla FC,2024-2025,GK,21,,,,,43.1
Castrin,Sevilla FC,2024-2025,DF,21,,,,,43.1
Pablo Cruz,Sevilla FC,2024-2025,MF,20,,,,,43.1
Lulo Dasilva,Sevilla FC,2024-2025,MF,21,,,,,43.1
Alberto López,Sevilla FC,2024-2025,MF,19,,,,,43.1
Alberto López,Sevilla FC,2024-2025,GK,20,,,,,43.1
Joaquín Martínez Gauna,Sevilla FC,2024-2025,FW,21,,,,,43.1
Pedro Ortiz,Sevilla FC,2024-2025,MF,23,,,,,43.1
Rafa,Sevilla FC,2024-2025,GK,20,,,,,43.1
Álex Remiro,Real Sociedad,2024-2025,GK,29,,"3,240",0.0,0.0,43.1
Martín Zubimendi,Real Sociedad,2024-2025,MF,25,,"2,962",2.0,1.0,46.7
Sergio Gómez,Real Sociedad,2024-2025,MF,23,,"2,738",2.0,5.0,50.2
Jon Aramburu,Real Sociedad,2024-2025,DF,22,,"2,460",1.0,1.0,44.3
Mikel Oyarzabal,Real Sociedad,2024-2025,FW,27,,"2,250",9.0,3.0,58.4
Takefusa Kubo,Real Sociedad,2024-2025,"MF,FW",23,,"2,372",5.0,0.0,51.9
Igor Zubeldia,Real Sociedad,2024-2025,DF,27,,"2,269",0.0,0.0,41.2
Javi López,Real Sociedad,2024-2025,DF,22,,"1,936",0.0,0.0,42.3
Luka Sučić,Real Sociedad,2024-2025,MF,21,,"1,792",1.0,1.0,45.1
Nayef Aguerd,Real Sociedad,2024-2025,DF,28,,"1,760",0.0,0.0,42.2
Brais Méndez,Real Sociedad,2024-2025,"MF,FW",27,,"1,531",3.0,2.0,49.8
Aritz Elustondo,Real Sociedad,2024-2025,DF,30,,"1,457",0.0,0.0,42.0
Ander Barrenetxea,Real Sociedad,2024-2025,MF,22,,"1,263",1.0,3.0,46.3
Pablo Marín,Real Sociedad,2024-2025,MF,21,,"1,239",1.0,2.0,46.1
Aihen Muñoz,Real Sociedad,2024-2025,DF,26,,"1,098",0.0,0.0,42.2
Sheraldo Becker,Real Sociedad,2024-2025,"MF,FW",29,,995,2.0,1.0,43.1
Beñat Turrientes,Real Sociedad,2024-2025,MF,22,,942,0.0,0.0,43.1
Orri Steinn Óskarsson,Real Sociedad,2024-2025,FW,19,,944,3.0,0.0,43.1
Jon Pacheco,Real Sociedad,2024-2025,DF,23,,854,0.0,0.0,43.1
Hamari Traoré,Real Sociedad,2024-2025,DF,32,,700,0.0,1.0,43.1
Olasagasti,Real Sociedad,2024-2025,MF,23,,857,1.0,1.0,43.1
Jon Martin,Real Sociedad,2024-2025,DF,18,,904,0.0,1.0,43.1
Umar Sadiq,Real Sociedad,2024-2025,FW,27,,227,0.0,0.0,43.1
Unai Marrero,Real Sociedad,2024-2025,GK,22,,180,0.0,0.0,43.1
Arkaitz Mariezkurrena,Real Sociedad,2024-2025,FW,19,,241,2.0,0.0,43.1
Arsen Zakharyan,Real Sociedad,2024-2025,MF,21,,73,1.0,0.0,43.2
Urko González,Real Sociedad,2024-2025,MF,23,,45,0.0,0.0,43.1
Álvaro Odriozola,Real Sociedad,2024-2025,DF,28,,43,0.0,0.0,43.1
Daniel Díaz,Real Sociedad,2024-2025,FW,18,,10,0.0,0.0,43.1
Luken Beitia,Real Sociedad,2024-2025,DF,20,,8,0.0,0.0,43.1
Jon Magunazelaia,Real Sociedad,2024-2025,MF,23,,7,0.0,0.0,43.1
Egoitz Arana,Real Sociedad,2024-2025,GK,22,,,,,43.1
Jon Balda,Real Sociedad,2024-2025,DF,22,,,,,43.1
Aitor Fraga,Real Sociedad,2024-2025,GK,21,,,,,43.1
Mikel Goti,Real Sociedad,2024-2025,MF,22,,,,,43.1
Alex Marchal,Real Sociedad,2024-2025,MF,16,,,,,43.1
Iñaki Rupérez,Real Sociedad,2024-2025,DF,21,,,,,43.1
Cristhian Mosquera,Valencia CF,2024-2025,DF,20,,"3,319",1.0,0.0,43.9
Diego López,Valencia CF,2024-2025,MF,22,,"2,737",8.0,5.0,62.1
Giorgi Mamardashvili,Valencia CF,2024-2025,GK,23,,"3,060",0.0,0.0,42.7
César Tárrega,Valencia CF,2024-2025,DF,22,,"3,026",2.0,0.0,45.7
Luis Rioja,Valencia CF,2024-2025,MF,30,,"2,831",5.0,3.0,52.5
Javier Guerra,Valencia CF,2024-2025,MF,21,,"2,581",3.0,3.0,50.4
Enzo Barrenechea,Valencia CF,2024-2025,MF,23,,"2,191",1.0,2.0,45.5
Dimitri Foulquier,Valencia CF,2024-2025,DF,31,,"2,299",0.0,1.0,42.7
Hugo Duro,Valencia CF,2024-2025,FW,24,,"2,166",11.0,2.0,64.5
Domingos André Ribeiro Almeida,Valencia CF,2024-2025,"MF,FW",24,,"1,977",0.0,4.0,45.9
José Luis Gayà,Valencia CF,2024-2025,DF,29,,"1,803",0.0,1.0,42.5
José Luis García Vayá,Valencia CF,2024-2025,MF,25,,"1,742",2.0,2.0,44.7
Jesus Vazquez,Valencia CF,2024-2025,DF,21,,919,0.0,0.0,43.1
Yarek Gasiorowski,Valencia CF,2024-2025,DF,19,,947,0.0,0.0,43.1
Umar Sadiq,Valencia CF,2024-2025,FW,27,,825,5.0,0.0,43.1
Thierry Correia,Valencia CF,2024-2025,DF,25,,768,0.0,0.0,43.1
Mouctar Diakhaby,Valencia CF,2024-2025,DF,27,,653,2.0,0.0,43.1
Rafa Mir,Valencia CF,2024-2025,"FW,MF",27,,753,1.0,2.0,43.1
Dani Gómez,Valencia CF,2024-2025,FW,26,,532,2.0,0.0,43.1
Francisco Perez,Valencia CF,2024-2025,MF,21,,570,0.0,0.0,43.1
Hugo Guillamón,Valencia CF,2024-2025,MF,24,,364,0.0,0.0,43.1
Stole Dimitrievski,Valencia CF,2024-2025,GK,30,,360,0.0,0.0,43.1
Sergi Canós,Valencia CF,2024-2025,MF,27,,370,0.0,1.0,43.1
Ivan Jaime Pajuelo,Valencia CF,2024-2025,MF,23,,297,0.0,0.0,43.1
Germán Valera,Valencia CF,2024-2025,MF,22,,148,0.0,0.0,43.1
Max Aarons,Valencia CF,2024-2025,DF,24,,120,0.0,0.0,43.1
Maximiliano Caufriez,Valencia CF,2024-2025,DF,27,,90,0.0,0.0,43.1
Rodrigo Abajas,Valencia CF,2024-2025,DF,21,,65,0.0,0.0,43.1
Martín Tejón,Valencia CF,2024-2025,MF,20,,49,0.0,0.0,43.1
Iker Córdoba,Valencia CF,2024-2025,DF,18,,15,0.0,0.0,43.1
David Otorbi,Valencia CF,2024-2025,FW,16,,14,0.0,0.0,43.1
Alberto Marí,Valencia CF,2024-2025,FW,23,,7,0.0,0.0,43.1
Vicent Abril,Valencia CF,2024-2025,GK,19,,,,,43.1
Pedro Alemañ,Valencia CF,2024-2025,MF,22,,,,,43.1
Hamza Bellari,Valencia CF,2024-2025,FW,21,,,,,43.1
Jaume Doménech,Valencia CF,2024-2025,GK,33,,,,,43.1
Raúl Jiménez,Valencia CF,2024-2025,GK,18,,,,,43.1
Ruben Lendinez,Valencia CF,2024-2025,DF,21,,,,,43.1
Warren Madrigal,Valencia CF,2024-2025,FW,20,,,,,43.1
Lucas Núñez,Valencia CF,2024-2025,MF,18,,,,,43.1
Cenk Özkacar,Valencia CF,2024-2025,DF,23,,,,,43.1
Karl Jakob Hein,Real Valladolid,2024-2025,GK,22,,"2,790",0.0,0.0,43.1
Luis Pérez,Real Valladolid,2024-2025,DF,29,,"2,558",0.0,0.0,42.7
Raúl Moro,Real Valladolid,2024-2025,"MF,FW",21,,"2,341",4.0,5.0,54.5
Javi Sánchez,Real Valladolid,2024-2025,DF,27,,"2,026",2.0,0.0,45.9
Lucas Oliveira Rosa,Real Valladolid,2024-2025,DF,24,,"1,890",0.0,1.0,42.7
Eray Cömert,Real Valladolid,2024-2025,"DF,MF",26,,"1,779",0.0,0.0,42.0
Anuar,Real Valladolid,2024-2025,"MF,FW",29,,"1,720",2.0,0.0,45.7
Mario Martín,Real Valladolid,2024-2025,MF,20,,"1,748",0.0,1.0,40.0
Stanko Jurić,Real Valladolid,2024-2025,MF,27,,"1,729",0.0,0.0,41.0
Selim Amallah,Real Valladolid,2024-2025,MF,27,,"1,376",3.0,1.0,47.8
Mamadou Sylla,Real Valladolid,2024-2025,"FW,MF",30,,"1,583",5.0,1.0,49.6
David Torres,Real Valladolid,2024-2025,DF,21,,"1,387",0.0,0.0,42.2
Juanmi Latasa,Real Valladolid,2024-2025,FW,23,,"1,398",3.0,0.0,47.0
Kike Pérez,Real Valladolid,2024-2025,MF,27,,"1,191",2.0,0.0,45.9
Marcos André,Real Valladolid,2024-2025,FW,27,,"1,188",1.0,2.0,45.7
Antonio Candela,Real Valladolid,2024-2025,DF,24,,906,0.0,0.0,43.1
Iván Sánchez,Real Valladolid,2024-2025,MF,31,,"1,404",2.0,1.0,47.0
Adam Aznou,Real Valladolid,2024-2025,"DF,MF",18,,876,0.0,0.0,43.1
Abdulai Juma Bah,Real Valladolid,2024-2025,DF,18,,864,0.0,0.0,43.1
Tamás Nikitscher,Real Valladolid,2024-2025,"MF,DF",24,,858,0.0,0.0,43.1
Chuky san jose,Real Valladolid,2024-2025,"MF,FW",20,,728,2.0,0.0,43.1
Cenk Özkacar,Real Valladolid,2024-2025,DF,23,,757,0.0,0.0,43.1
Darwin Machís,Real Valladolid,2024-2025,"MF,FW",31,,639,0.0,1.0,43.1
Florian Grillitsch,Real Valladolid,2024-2025,MF,28,,623,0.0,0.0,43.1
Joseph Aidoo,Real Valladolid,2024-2025,DF,28,,583,0.0,0.0,43.1
André Ferreira,Real Valladolid,2024-2025,GK,28,,540,0.0,0.0,43.1
Amath,Real Valladolid,2024-2025,"FW,MF",28,,375,0.0,1.0,43.1
Henrique,Real Valladolid,2024-2025,DF,30,,352,0.0,0.0,43.1
Enzo Boyomo,Real Valladolid,2024-2025,DF,22,,270,0.0,0.0,43.1
Víctor Meseguer,Real Valladolid,2024-2025,MF,25,,418,0.0,0.0,43.1
Ibrahim Alani,Real Valladolid,2024-2025,MF,18,,160,0.0,0.0,43.1
Raúl Chasco,Real Valladolid,2024-2025,DF,20,,130,0.0,0.0,43.1
Arnau Rafús,Real Valladolid,2024-2025,GK,21,,90,0.0,0.0,43.1
Iago Parente,Real Valladolid,2024-2025,DF,18,,71,0.0,0.0,43.1
Xavier Moreno,Real Valladolid,2024-2025,FW,19,,45,0.0,0.0,43.1
Mario Maroto,Real Valladolid,2024-2025,MF,20,,64,0.0,1.0,43.1
Adrian Baquerin,Real Valladolid,2024-2025,FW,17,,49,0.0,0.0,43.1
Kenedy,Real Valladolid,2024-2025,"FW,MF",28,,9,0.0,0.0,43.1
Álvaro Aceves,Real Valladolid,2024-2025,GK,21,,,,,43.1
Stipe Biuk,Real Valladolid,2024-2025,"FW,MF",21,,,,,43.1
Jorge Gonzalez,Real Valladolid,2024-2025,DF,19,,,,,43.1
César de la Hoz,Real Valladolid,2024-2025,MF,32,,,,,43.1
Adrián Rodriguez,Real Valladolid,2024-2025,DF,21,,,,,43.1
Sergi Cardona,Villarreal CF,2024-2025,DF,25,35.0,"2,945",1.0,7.0,48.4
Alex Baena,Villarreal CF,2024-2025,"MF,FW",23,32.0,"2,595",7.0,9.0,62.1
Santi Comesaña,Villarreal CF,2024-2025,MF,27,35.0,"2,560",4.0,2.0,51.2
Logan Costa,Villarreal CF,2024-2025,DF,23,32.0,"2,587",2.0,1.0,47.2
Kiko Femenía,Villarreal CF,2024-2025,DF,33,28.0,"2,227",0.0,1.0,42.5
Daniel Parejo,Villarreal CF,2024-2025,MF,35,36.0,"2,273",3.0,3.0,49.0
Pape Gueye,Villarreal CF,2024-2025,"MF,FW",25,34.0,"2,224",4.0,0.0,48.2
Thierno Barry,Villarreal CF,2024-2025,FW,21,35.0,"2,323",11.0,4.0,66.2
Yeremi Pino,Villarreal CF,2024-2025,MF,21,34.0,"1,934",4.0,7.0,54.3
Ayoze Pérez,Villarreal CF,2024-2025,FW,31,30.0,"1,970",19.0,2.0,81.1
Diego Conde,Villarreal CF,2024-2025,GK,25,22.0,"1,962",0.0,1.0,43.5
Juan Foyth,Villarreal CF,2024-2025,DF,26,19.0,"1,517",1.0,0.0,44.3
Luiz Lúcio Reis Júnior,Villarreal CF,2024-2025,GK,23,17.0,"1,458",0.0,0.0,42.7
Nicolas Pépé,Villarreal CF,2024-2025,"FW,MF",29,28.0,"1,500",3.0,6.0,53.1
Raúl Albiol,Villarreal CF,2024-2025,DF,38,15.0,"1,188",0.0,0.0,42.2
Willy Kambwala,Villarreal CF,2024-2025,DF,19,19.0,"1,117",0.0,0.0,42.2
Pau Navarro,Villarreal CF,2024-2025,DF,19,17.0,916,0.0,0.0,43.1
Eric Bailly,Villarreal CF,2024-2025,DF,30,12.0,617,0.0,0.0,43.1
Denis Suárez,Villarreal CF,2024-2025,MF,30,21.0,608,1.0,1.0,43.1
Ilias Akhomach,Villarreal CF,2024-2025,MF,20,11.0,584,1.0,0.0,43.1
Gerard Moreno,Villarreal CF,2024-2025,FW,32,17.0,721,3.0,2.0,43.1
Alfonso Pedraza,Villarreal CF,2024-2025,"DF,MF",28,12.0,460,0.0,2.0,43.1
Tajon Buchanan,Villarreal CF,2024-2025,MF,25,13.0,416,1.0,2.0,43.1
Arnaut Danjuma,Villarreal CF,2024-2025,FW,27,3.0,200,2.0,0.0,43.2
Juan Bernat,Villarreal CF,2024-2025,DF,31,10.0,212,0.0,1.0,43.1
Ramón Terrats,Villarreal CF,2024-2025,FW,23,11.0,131,0.0,0.0,43.1
Pau Cabanes,Villarreal CF,2024-2025,FW,19,10.0,163,1.0,0.0,43.1
Karl Etta Eyong,Villarreal CF,2024-2025,FW,20,4.0,37,1.0,0.0,43.2
Arnau Solà,Villarreal CF,2024-2025,DF,21,1.0,13,0.0,0.0,43.1
Daniel Requena,Villarreal CF,2024-2025,MF,20,1.0,10,0.0,0.0,43.1
Thiago Ojeda,Villarreal CF,2024-2025,MF,21,1.0,8,0.0,0.0,43.1
Iker Álvarez,Villarreal CF,2024-2025,GK,23,0.0,,,,43.1
Alassane Diatta,Villarreal CF,2024-2025,MF,19,0.0,,,,43.1
Antonio Espigare,Villarreal CF,2024-2025,DF,19,0.0,,,,43.1
Rubén Gómez,Villarreal CF,2024-2025,GK,22,0.0,,,,43.1
